食物,别名,特征,分类,Wiki百科,热量(千卡),硫胺素(毫克),钙(毫克),蛋白质(克),核黄素(毫克),镁(毫克),脂肪(克),烟酸(毫克),铁(毫克),碳水化合物(克),维生素C(毫克),锰(毫克),膳食纤维(克),维生素E(毫克),锌(毫克),维生素A(微克),胆固醇(毫克),铜(毫克),胡罗卜素(微克),钾(毫克),磷(毫克),视黄醇当量(微克),钠(毫克),硒(微克),备注
酸梅晶,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E9%85%B8%E6%A2%85%E6%99%B6,394.0,0.21,29.0,0.2,0.69,6.0,0.0,0.2,6.8,98.4,5.0,0.05,0.0,0.0,1.56,0.0,0.0,0.07,0.2,50.0,4.0,1.2,11.5,0.0,Empty
鲜桔晶,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E9%B2%9C%E6%A1%94%E6%99%B6,385.0,0.11,24.0,0.3,0.09,0.0,0.0,0.3,0.5,95.9,18.0,0.0,0.0,0.0,2.92,0.0,0.0,0.15,0.1,1.0,2.0,3.7,6.2,0.0,Empty
猕猴桃晶,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E7%8C%95%E7%8C%B4%E6%A1%83%E6%99%B6,390.0,0.09,28.0,0.4,0.11,11.0,0.0,0.5,1.6,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.3,96.0,4.0,2.2,2.2,2.25,Empty
橘子晶,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E6%A9%98%E5%AD%90%E6%99%B6,390.0,0.18,14.0,0.2,1.45,1.0,0.4,0.4,0.7,96.5,3.0,0.0,0.0,0.0,0.43,3.0,0.0,0.01,0.1,3.0,0.0,2.8,33.0,0.0,Empty
冰棍,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E5%86%B0%E6%A3%8D,47.0,0.01,31.0,0.8,0.01,0.0,0.2,0.2,0.9,10.5,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.02,0.2,0.0,13.0,88.3,20.4,0.25,Empty
冰砖,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E5%86%B0%E7%A0%96,153.0,0.01,140.0,2.9,0.04,12.0,6.8,0.2,0.4,20.0,0.0,0.0,0.0,0.73,0.37,20.0,0.0,0.0,0.7,141.0,72.0,69.6,43.5,1.5,Empty
冰淇淋,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E5%86%B0%E6%B7%87%E6%B7%8B,127.0,0.01,126.0,2.4,0.03,12.0,5.3,0.2,0.5,17.3,0.0,0.05,0.0,0.24,0.37,48.0,0.0,0.02,0.6,125.0,67.0,74.4,54.2,1.73,Empty
大雪糕,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E5%A4%A7%E9%9B%AA%E7%B3%95,74.0,0.03,80.0,2.2,0.08,6.0,0.9,0.0,0.6,14.3,0.0,0.05,0.0,2.01,0.3,35.0,0.0,0.02,0.4,42.0,34.0,82.2,83.5,0.92,Empty
三明治冰激淋,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E4%B8%89%E6%98%8E%E6%B2%BB%E5%86%B0%E6%BF%80%E6%B7%8B,169.0,0.03,196.0,7.4,0.21,16.0,5.6,0.1,2.0,22.2,0.0,0.06,0.0,1.22,2.1,68.0,0.0,0.08,0.8,162.0,79.0,64.0,179.5,0.29,Empty
双棒雪糕,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E5%8F%8C%E6%A3%92%E9%9B%AA%E7%B3%95,137.0,0.01,100.0,2.3,0.02,9.0,3.6,0.1,0.8,23.9,0.0,0.02,0.0,0.78,0.33,45.0,0.0,0.0,0.5,94.0,21.0,69.7,51.1,1.8,Empty
娃娃头,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E5%A8%83%E5%A8%83%E5%A4%B4,215.0,0.05,147.0,9.8,0.26,32.0,8.6,0.0,1.2,24.6,0.0,0.19,0.0,2.44,0.58,60.0,0.0,0.09,1.2,57.0,130.0,55.8,199.8,2.6,Empty
紫雪糕,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E7%B4%AB%E9%9B%AA%E7%B3%95,228.0,0.01,168.0,2.6,0.03,16.0,13.7,0.2,0.8,23.6,0.0,0.08,0.0,4.47,0.6,26.0,0.0,0.04,0.7,124.0,64.0,59.4,65.9,3.35,Empty
红景天饮料,Empty,Empty,软饮料,http://www.foodbk.com/wiki/%E7%BA%A2%E6%99%AF%E5%A4%A9%E9%A5%AE%E6%96%99,33.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.3,8.2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.0,1.0,84.0,91.8,10.3,0.0,Empty
啤酒,Empty,均值,酒精饮料,http://www.foodbk.com/wiki/%E5%95%A4%E9%85%92,16.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9,0.0,0.0,Empty
北京啤酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%8C%97%E4%BA%AC%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
北京特制啤酒,Empty,6度,酒精饮料,http://www.foodbk.com/wiki/%E5%8C%97%E4%BA%AC%E7%89%B9%E5%88%B6%E5%95%A4%E9%85%92,17.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.7,0.0,0.0,Empty
楚天啤酒,Empty,2.6度,酒精饮料,http://www.foodbk.com/wiki/%E6%A5%9A%E5%A4%A9%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
酒泉啤酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E9%85%92%E6%B3%89%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
麦饭石啤酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E9%BA%A6%E9%A5%AD%E7%9F%B3%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
美雪啤酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E7%BE%8E%E9%9B%AA%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
秦海啤酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E7%A7%A6%E6%B5%B7%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
清爽型啤酒,Empty,6度,酒精饮料,http://www.foodbk.com/wiki/%E6%B8%85%E7%88%BD%E5%9E%8B%E5%95%A4%E9%85%92,14.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6,0.0,0.0,Empty
特制啤酒,Empty,5度,酒精饮料,http://www.foodbk.com/wiki/%E7%89%B9%E5%88%B6%E5%95%A4%E9%85%92,15.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3,0.0,0.0,Empty
维生素C啤酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E7%BB%B4%E7%94%9F%E7%B4%A0C%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
武汉啤酒,Empty,3.2度,酒精饮料,http://www.foodbk.com/wiki/%E6%AD%A6%E6%B1%89%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
五星啤酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E4%BA%94%E6%98%9F%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
行吟阁啤酒,Empty,3.2度,酒精饮料,http://www.foodbk.com/wiki/%E8%A1%8C%E5%90%9F%E9%98%81%E5%95%A4%E9%85%92,400.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
葡萄酒,Empty,均值,酒精饮料,http://www.foodbk.com/wiki/%E8%91%A1%E8%90%84%E9%85%92,400.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
白葡萄酒,Empty,均值,酒精饮料,http://www.foodbk.com/wiki/%E7%99%BD%E8%91%A1%E8%90%84%E9%85%92,400.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
红葡萄酒,Empty,均值,酒精饮料,http://www.foodbk.com/wiki/%E7%BA%A2%E8%91%A1%E8%90%84%E9%85%92,400.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
玫瑰香葡萄酒,Empty,15度,酒精饮料,http://www.foodbk.com/wiki/%E7%8E%AB%E7%91%B0%E9%A6%99%E8%91%A1%E8%90%84%E9%85%92,400.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
黄酒,Empty,均值,酒精饮料,http://www.foodbk.com/wiki/%E9%BB%84%E9%85%92,11.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2,0.0,0.0,Empty
贡米佳酿,Empty,14度,酒精饮料,http://www.foodbk.com/wiki/%E8%B4%A1%E7%B1%B3%E4%BD%B3%E9%85%BF,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
加饭黄酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%8A%A0%E9%A5%AD%E9%BB%84%E9%85%92,400.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
江米酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E6%B1%9F%E7%B1%B3%E9%85%92,400.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
糯香酒,Empty,6.4度,酒精饮料,http://www.foodbk.com/wiki/%E7%B3%AF%E9%A6%99%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
善酿酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%96%84%E9%85%BF%E9%85%92,400.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
绍兴黄酒,Empty,15度,酒精饮料,http://www.foodbk.com/wiki/%E7%BB%8D%E5%85%B4%E9%BB%84%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
元红黄酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%85%83%E7%BA%A2%E9%BB%84%E9%85%92,400.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
碧绿酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E7%A2%A7%E7%BB%BF%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
崇明老白酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%B4%87%E6%98%8E%E8%80%81%E7%99%BD%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
低度汉酒,Empty,37.2度,酒精饮料,http://www.foodbk.com/wiki/%E4%BD%8E%E5%BA%A6%E6%B1%89%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
二锅头,Empty,58度,酒精饮料,http://www.foodbk.com/wiki/%E4%BA%8C%E9%94%85%E5%A4%B4,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
甘州大曲,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E7%94%98%E5%B7%9E%E5%A4%A7%E6%9B%B2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
汉口白酒,Empty,49.6度,酒精饮料,http://www.foodbk.com/wiki/%E6%B1%89%E5%8F%A3%E7%99%BD%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
汉口小麦酒,Empty,40.7度,酒精饮料,http://www.foodbk.com/wiki/%E6%B1%89%E5%8F%A3%E5%B0%8F%E9%BA%A6%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
黄鹤楼酒,Empty,39度,酒精饮料,http://www.foodbk.com/wiki/%E9%BB%84%E9%B9%A4%E6%A5%BC%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
精制小麦酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E7%B2%BE%E5%88%B6%E5%B0%8F%E9%BA%A6%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
景泰大曲,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E6%99%AF%E6%B3%B0%E5%A4%A7%E6%9B%B2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
景泰二曲,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E6%99%AF%E6%B3%B0%E4%BA%8C%E6%9B%B2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
酒泉酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E9%85%92%E6%B3%89%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
凉洲曲酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%87%89%E6%B4%B2%E6%9B%B2%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
宁河大曲,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%AE%81%E6%B2%B3%E5%A4%A7%E6%9B%B2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
宁河二曲,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%AE%81%E6%B2%B3%E4%BA%8C%E6%9B%B2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
曲酒,Empty,55度,酒精饮料,http://www.foodbk.com/wiki/%E6%9B%B2%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
三粮小麦,Empty,55度,酒精饮料,http://www.foodbk.com/wiki/%E4%B8%89%E7%B2%AE%E5%B0%8F%E9%BA%A6,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
丝路春酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E4%B8%9D%E8%B7%AF%E6%98%A5%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
特制汉酒,Empty,59.9度,酒精饮料,http://www.foodbk.com/wiki/%E7%89%B9%E5%88%B6%E6%B1%89%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
特制三粮酒,Empty,56.2度,酒精饮料,http://www.foodbk.com/wiki/%E7%89%B9%E5%88%B6%E4%B8%89%E7%B2%AE%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
乌林春酒,Empty,青稞酒,酒精饮料,http://www.foodbk.com/wiki/%E4%B9%8C%E6%9E%97%E6%98%A5%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
五酿春,Empty,44.4度,酒精饮料,http://www.foodbk.com/wiki/%E4%BA%94%E9%85%BF%E6%98%A5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
小麦酒,Empty,48度,酒精饮料,http://www.foodbk.com/wiki/%E5%B0%8F%E9%BA%A6%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
小麦酒,Empty,50度,酒精饮料,http://www.foodbk.com/wiki/%E5%B0%8F%E9%BA%A6%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
燕岭春,Empty,57度,酒精饮料,http://www.foodbk.com/wiki/%E7%87%95%E5%B2%AD%E6%98%A5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
醉流霞,Empty,57度,酒精饮料,http://www.foodbk.com/wiki/%E9%86%89%E6%B5%81%E9%9C%9E,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
蜜酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E8%9C%9C%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
双喜沙棘酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E5%8F%8C%E5%96%9C%E6%B2%99%E6%A3%98%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
香雪酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E9%A6%99%E9%9B%AA%E9%85%92,400.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
中华沙棘酒,Empty,Empty,酒精饮料,http://www.foodbk.com/wiki/%E4%B8%AD%E5%8D%8E%E6%B2%99%E6%A3%98%E9%85%92,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
白砂糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E7%99%BD%E7%A0%82%E7%B3%96,400.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,0.6,99.9,0.0,0.09,0.0,0.0,0.06,0.0,0.0,0.04,0.1,5.0,8.0,0.0,0.4,0.0,Empty
绵白糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E7%BB%B5%E7%99%BD%E7%B3%96,396.0,0.0,6.0,0.1,0.0,2.0,0.0,0.2,0.2,98.9,0.0,0.08,0.0,0.0,0.07,0.0,0.0,0.02,0.1,2.0,3.0,0.9,2.0,0.38,Empty
冰糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E5%86%B0%E7%B3%96,397.0,0.03,23.0,0.0,0.03,2.0,0.0,0.0,1.4,99.3,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.03,0.1,1.0,0.0,0.6,2.7,0.0,Empty
红糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E7%BA%A2%E7%B3%96,389.0,0.01,157.0,0.7,0.0,54.0,0.0,0.3,2.2,96.6,0.0,0.27,0.0,0.0,0.35,0.0,0.0,0.15,0.8,240.0,11.0,1.9,18.3,4.2,Empty
麦芽糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%BA%A6%E8%8A%BD%E7%B3%96,331.0,0.1,0.0,0.2,0.17,0.0,0.2,2.1,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,12.8,0.0,0.0,Empty
蜂蜜,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E8%9C%82%E8%9C%9C,321.0,0.0,4.0,0.4,0.05,2.0,1.9,0.1,1.0,75.6,3.0,0.07,0.0,0.0,0.37,0.0,0.0,0.03,0.1,28.0,3.0,22.0,0.3,0.15,Empty
花生牛轧糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E8%8A%B1%E7%94%9F%E7%89%9B%E8%BD%A7%E7%B3%96,432.0,0.06,29.0,4.9,0.01,17.0,12.3,0.5,3.6,75.4,0.0,0.22,0.0,11.29,2.12,0.0,0.0,0.23,0.9,73.0,123.0,6.5,168.1,0.04,Empty
胶姆糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E8%83%B6%E5%A7%86%E7%B3%96,368.0,0.04,22.0,0.1,0.07,7.0,0.0,0.5,0.0,91.9,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.02,0.3,4.0,5.0,7.7,0.0,0.0,Empty
马蹄软糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%A9%AC%E8%B9%84%E8%BD%AF%E7%B3%96,359.0,0.04,26.0,0.1,0.02,4.0,0.0,0.2,1.1,89.6,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.18,0.2,2.0,4.0,10.1,0.0,0.0,Empty
棉花糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E6%A3%89%E8%8A%B1%E7%B3%96,321.0,0.04,19.0,4.9,0.01,3.0,0.0,0.3,0.0,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.3,2.0,4.0,19.5,94.6,0.0,Empty
奶糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E5%A5%B6%E7%B3%96,407.0,0.08,50.0,2.5,0.17,20.0,6.6,0.6,3.4,84.5,0.0,0.09,0.0,0.0,0.29,0.0,0.0,0.14,0.8,75.0,26.0,5.6,222.5,0.94,Empty
泡泡糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E6%B3%A1%E6%B3%A1%E7%B3%96,360.0,0.04,6.0,0.2,0.09,3.0,0.0,0.5,0.0,89.8,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.03,0.3,0.0,4.0,9.7,20.6,0.0,Empty
巧克力,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E5%B7%A7%E5%85%8B%E5%8A%9B,586.0,0.06,111.0,4.3,0.08,56.0,40.1,1.4,1.7,51.9,0.0,0.61,1.5,1.62,1.02,0.0,0.0,0.23,1.2,254.0,114.0,1.0,111.8,1.2,Empty
