食物,别名,特征,分类,Wiki百科,热量(千卡),硫胺素(毫克),钙(毫克),蛋白质(克),核黄素(毫克),镁(毫克),脂肪(克),烟酸(毫克),铁(毫克),碳水化合物(克),维生素C(毫克),锰(毫克),膳食纤维(克),维生素E(毫克),锌(毫克),维生素A(微克),胆固醇(毫克),铜(毫克),胡罗卜素(微克),钾(毫克),磷(毫克),视黄醇当量(微克),钠(毫克),硒(微克),备注
巧克力,Empty,酒芯,糖蜜饯类,http://www.foodbk.com/wiki/%E5%B7%A7%E5%85%8B%E5%8A%9B,400.0,0.06,128.0,1.3,0.34,88.0,12.0,0.2,2.3,71.8,0.0,0.28,0.4,2.64,0.44,0.0,0.0,1.28,0.7,76.0,55.0,13.8,35.6,1.2,Empty
巧克力,朱古力威化,维夫,糖蜜饯类,http://www.foodbk.com/wiki/%E5%B7%A7%E5%85%8B%E5%8A%9B,572.0,0.08,61.0,8.2,0.07,69.0,38.4,0.4,5.5,48.5,0.0,0.93,1.2,11.66,1.36,0.0,0.0,0.3,1.6,292.0,128.0,2.1,111.2,0.0,Empty
山楂球,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E5%B1%B1%E6%A5%82%E7%90%83,369.0,0.04,58.0,0.5,0.0,20.0,0.0,0.7,2.3,91.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.27,0.3,88.0,10.0,6.6,160.4,0.0,Empty
什锦糖果,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E4%BB%80%E9%94%A6%E7%B3%96%E6%9E%9C,399.0,0.01,8.0,0.3,0.0,3.0,0.2,0.0,2.5,98.9,0.0,0.2,0.0,0.0,4.06,0.0,0.0,0.09,0.3,14.0,3.0,0.3,180.1,0.0,Empty
水晶糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E6%B0%B4%E6%99%B6%E7%B3%96,395.0,0.04,0.0,0.2,0.05,13.0,0.2,0.0,3.0,98.1,0.0,0.05,0.1,0.0,1.17,0.0,0.0,0.03,0.4,9.0,5.0,1.0,107.8,0.04,Empty
酥糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%85%A5%E7%B3%96,436.0,0.1,186.0,6.0,0.04,62.0,13.9,3.5,6.0,71.6,0.0,0.5,4.0,4.85,1.52,0.0,0.0,0.3,1.2,148.0,135.0,3.3,45.0,1.14,Empty
酸三色糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%85%B8%E4%B8%89%E8%89%B2%E7%B3%96,397.0,0.0,10.0,0.0,0.0,9.0,0.4,0.1,2.3,98.4,0.0,0.05,0.0,0.0,0.08,0.0,0.0,0.12,0.5,11.0,2.0,0.7,154.7,0.0,Empty
鲜桃果汁糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%B2%9C%E6%A1%83%E6%9E%9C%E6%B1%81%E7%B3%96,397.0,0.0,14.0,0.0,0.05,11.0,0.2,2.3,1.9,98.8,0.0,0.05,0.0,0.0,0.09,32.0,0.0,0.11,0.6,20.0,3.0,0.4,172.1,0.89,Empty
芝麻南糖,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E8%8A%9D%E9%BA%BB%E5%8D%97%E7%B3%96,538.0,0.13,0.0,4.8,0.1,127.0,35.6,2.1,10.3,49.7,0.0,0.77,4.7,4.36,10.26,0.0,0.0,0.62,1.0,148.0,167.0,4.2,33.5,0.9,Empty
海棠脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E6%B5%B7%E6%A3%A0%E8%84%AF,286.0,0.02,19.0,0.6,0.05,12.0,0.2,0.3,3.1,70.4,0.0,0.13,2.2,1.11,0.27,10.0,0.0,0.19,0.8,144.0,10.0,25.8,200.5,0.29,Empty
李广杏脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E6%9D%8E%E5%B9%BF%E6%9D%8F%E8%84%AF,284.0,0.0,397.0,2.8,0.03,49.0,0.3,1.5,12.3,67.5,8.0,0.23,4.6,0.0,3.47,80.0,0.0,6.13,1.1,409.0,26.0,23.7,146.5,6.67,Empty
南瓜果脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E5%8D%97%E7%93%9C%E6%9E%9C%E8%84%AF,336.0,0.01,176.0,0.9,0.0,15.0,0.2,0.0,0.0,82.6,7.0,0.09,0.7,0.0,0.12,0.0,0.0,10.36,0.2,5.0,15.0,15.4,16.4,7.83,Empty
苹果脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E8%8B%B9%E6%9E%9C%E8%84%AF,337.0,0.01,9.0,0.6,0.09,5.0,0.1,0.1,1.6,83.3,0.0,0.05,1.6,0.44,0.16,12.0,0.0,0.12,0.2,67.0,12.0,14.2,12.8,0.16,Empty
青梅果脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%9D%92%E6%A2%85%E6%9E%9C%E8%84%AF,308.0,0.0,106.0,1.2,0.33,11.0,0.6,0.1,4.0,74.5,4.0,0.08,2.9,0.88,0.16,2.0,0.0,0.43,0.8,23.0,12.0,20.0,222.8,0.23,Empty
桃脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E6%A1%83%E8%84%AF,310.0,0.01,96.0,1.4,0.12,29.0,0.4,0.8,10.4,75.2,6.0,0.32,2.4,6.25,0.18,8.0,0.0,0.22,1.4,286.0,32.0,19.2,243.0,1.41,Empty
西瓜脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E8%A5%BF%E7%93%9C%E8%84%AF,307.0,0.01,253.0,0.7,0.03,57.0,0.2,0.4,11.0,75.5,13.0,0.09,2.0,0.0,2.1,3.0,0.0,0.04,2.9,1040.0,21.0,18.7,529.3,3.55,Empty
杏脯,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E6%9D%8F%E8%84%AF,329.0,0.02,68.0,0.8,0.09,12.0,0.6,0.6,4.8,80.2,6.0,0.13,1.8,0.61,0.56,157.0,0.0,0.26,1.3,266.0,22.0,15.3,213.3,1.69,Empty
金糕,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%87%91%E7%B3%95,177.0,0.18,49.0,0.2,0.07,7.0,0.3,0.1,1.8,43.4,4.0,0.04,0.6,0.42,0.1,3.0,0.0,0.07,0.5,93.0,9.0,55.0,34.3,0.3,Empty
金糕条,山楂条,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E9%87%91%E7%B3%95%E6%9D%A1,300.0,0.02,42.0,0.6,0.08,13.0,0.6,0.3,6.3,73.0,10.0,0.14,1.6,4.54,0.41,10.0,0.0,0.17,1.6,302.0,18.0,22.6,192.1,1.86,Empty
山楂果丹皮,Empty,Empty,糖蜜饯类,http://www.foodbk.com/wiki/%E5%B1%B1%E6%A5%82%E6%9E%9C%E4%B8%B9%E7%9A%AE,321.0,0.02,52.0,1.0,0.03,66.0,0.8,0.7,11.6,77.4,3.0,0.35,2.6,1.85,0.73,25.0,0.0,0.51,1.5,312.0,41.0,16.7,115.5,0.59,Empty
牛油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E7%89%9B%E6%B2%B9,835.0,0.0,9.0,0.0,0.0,1.0,92.0,0.0,3.0,1.8,0.0,0.0,0.0,0.0,0.79,54.0,153.0,0.01,0.0,3.0,9.0,6.2,9.4,0.0,Empty
牛油,Empty,炼,油脂类,http://www.foodbk.com/wiki/%E7%89%9B%E6%B2%B9,898.0,0.0,0.0,0.0,0.03,0.0,99.7,0.2,0.0,0.1,0.0,0.0,0.0,4.6,0.0,89.0,135.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,Empty
鸭油,Empty,炼,油脂类,http://www.foodbk.com/wiki/%E9%B8%AD%E6%B2%B9,897.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,83.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,Empty
羊油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E7%BE%8A%E6%B2%B9,824.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,1.0,8.0,0.0,0.0,0.0,1.08,0.0,33.0,110.0,0.06,0.0,12.0,18.0,4.0,13.2,0.0,Empty
羊油,Empty,炼,油脂类,http://www.foodbk.com/wiki/%E7%BE%8A%E6%B2%B9,895.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,Empty
猪油,Empty,板油,油脂类,http://www.foodbk.com/wiki/%E7%8C%AA%E6%B2%B9,827.0,0.0,0.0,0.0,0.0,1.0,88.7,0.0,2.1,7.2,0.0,0.63,0.0,21.83,0.8,89.0,110.0,0.05,0.1,14.0,10.0,4.0,138.5,0.0,Empty
猪油,Empty,炼,油脂类,http://www.foodbk.com/wiki/%E7%8C%AA%E6%B2%B9,897.0,0.02,0.0,0.0,0.03,0.0,99.6,0.0,0.0,0.2,0.0,0.0,0.0,5.21,0.0,27.0,93.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,Empty
菜籽油,青油,Empty,油脂类,http://www.foodbk.com/wiki/%E8%8F%9C%E7%B1%BD%E6%B2%B9,899.0,0.0,9.0,0.0,0.0,3.0,99.9,0.0,3.7,0.0,0.0,0.11,0.0,60.89,0.54,0.0,0.0,0.18,0.0,2.0,9.0,0.1,7.0,0.0,Empty
茶油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E8%8C%B6%E6%B2%B9,899.0,0.0,5.0,0.0,0.0,2.0,99.9,0.0,1.1,0.0,0.0,1.17,0.0,27.9,0.34,0.0,0.0,0.03,0.0,2.0,8.0,0.1,0.7,0.0,Empty
大麻油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E5%A4%A7%E9%BA%BB%E6%B2%B9,899.0,0.0,15.0,0.0,0.0,4.0,99.9,0.0,3.1,0.0,0.0,0.02,0.0,8.55,0.43,0.0,0.0,0.1,0.3,3.0,6.0,0.3,1.5,0.0,Empty
豆油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E8%B1%86%E6%B2%B9,899.0,0.0,13.0,0.0,0.0,3.0,99.9,0.0,2.0,0.0,0.0,0.43,0.0,93.08,1.09,0.0,0.0,0.16,0.0,3.0,7.0,0.1,4.9,0.0,Empty
红花油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E7%BA%A2%E8%8A%B1%E6%B2%B9,899.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
胡麻油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E8%83%A1%E9%BA%BB%E6%B2%B9,900.0,0.0,3.0,0.0,0.0,1.0,100.0,0.0,0.2,0.0,0.0,0.03,0.0,389.9,0.3,0.0,0.0,0.02,0.0,0.0,5.0,0.0,0.6,0.0,Empty
花生油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E8%8A%B1%E7%94%9F%E6%B2%B9,899.0,0.0,12.0,0.0,0.0,2.0,99.9,0.0,2.9,0.0,0.0,0.33,0.0,42.06,0.48,0.0,0.0,0.15,0.1,1.0,15.0,0.1,3.5,0.0,Empty
混合油,Empty,菜+棕,油脂类,http://www.foodbk.com/wiki/%E6%B7%B7%E5%90%88%E6%B2%B9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Empty
葵花籽油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E8%91%B5%E8%8A%B1%E7%B1%BD%E6%B2%B9,899.0,0.0,2.0,0.0,0.0,4.0,99.9,0.0,1.0,0.0,0.0,0.02,0.0,54.6,0.11,0.0,0.0,0.0,0.0,1.0,4.0,0.1,2.8,0.0,Empty
辣椒油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E8%BE%A3%E6%A4%92%E6%B2%B9,900.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,87.24,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
麻子籽,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E9%BA%BB%E5%AD%90%E7%B1%BD,341.0,0.17,407.0,21.8,0.24,421.0,28.2,2.6,18.1,0.0,0.0,4.61,38.2,108.5,5.58,0.0,0.0,1.25,5.9,447.0,631.0,5.9,12.6,0.0,Empty
麦芽油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E9%BA%A6%E8%8A%BD%E6%B2%B9,899.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
棉籽油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E6%A3%89%E7%B1%BD%E6%B2%B9,899.0,0.0,17.0,0.0,0.0,1.0,99.8,0.0,2.0,0.1,0.0,0.0,0.0,86.45,0.74,0.0,0.0,0.08,0.0,1.0,16.0,0.1,4.5,0.0,Empty
色拉油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E8%89%B2%E6%8B%89%E6%B2%B9,898.0,0.0,18.0,0.0,0.0,1.0,99.8,0.0,1.7,0.0,0.0,0.01,0.0,24.01,0.23,0.0,64.0,0.05,0.0,3.0,1.0,0.2,5.1,0.0,Empty
椰子油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E6%A4%B0%E5%AD%90%E6%B2%B9,899.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
玉米油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E7%8E%89%E7%B1%B3%E6%B2%B9,895.0,0.0,1.0,0.0,0.0,3.0,99.2,0.0,1.4,0.5,0.0,0.04,0.0,50.94,0.26,0.0,0.0,0.23,0.1,2.0,18.0,0.2,1.4,0.0,Empty
芝麻油,香油,Empty,油脂类,http://www.foodbk.com/wiki/%E8%8A%9D%E9%BA%BB%E6%B2%B9,898.0,0.0,9.0,0.0,0.0,3.0,99.7,0.0,2.2,0.2,0.0,0.76,0.0,68.53,0.17,0.0,0.0,0.05,0.0,0.0,4.0,0.1,1.1,0.0,Empty
棕榈油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E6%A3%95%E6%A6%88%E6%B2%B9,900.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.1,0.0,0.0,0.01,0.0,15.24,0.08,18.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3,0.0,Empty
橄榄油,Empty,Empty,油脂类,http://www.foodbk.com/wiki/%E6%A9%84%E6%A6%84%E6%B2%B9,899.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Empty
酱油,Empty,均值,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,63.0,0.05,66.0,5.6,0.13,156.0,0.1,1.7,8.6,9.9,0.0,1.11,0.2,0.0,1.17,0.0,0.0,0.06,16.9,337.0,204.0,67.3,5757.0,1.39,Empty
酱油,Empty,高级,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,71.0,0.01,30.0,8.4,0.05,130.0,0.2,1.5,3.0,9.0,0.0,0.83,0.0,0.0,1.12,0.0,0.0,0.06,14.9,430.0,38.0,67.5,4056.0,5.32,Empty
酱油,Empty,一级,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,66.0,0.03,27.0,8.3,0.25,130.0,0.6,1.7,7.0,6.9,0.0,1.05,0.0,0.0,2.13,0.0,0.0,0.07,19.4,848.0,173.0,64.8,4861.1,3.75,Empty
酱油,Empty,三级,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,40.0,0.01,14.0,6.8,0.02,0.0,0.4,0.0,2.0,2.4,0.0,0.54,0.0,0.0,0.48,0.0,0.0,0.01,16.2,200.0,19.0,74.2,1903.0,9.4,Empty
酱油,Empty,冬菇,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,39.0,0.01,18.0,3.5,0.17,50.0,0.1,1.1,1.3,5.9,0.0,0.08,0.0,0.0,0.14,0.0,0.0,0.05,15.3,220.0,16.0,75.2,2057.0,2.31,Empty
酱油,Empty,多味,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,86.0,0.0,79.0,7.8,0.0,66.0,0.4,1.5,4.5,12.9,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.06,20.7,602.0,227.0,58.2,4050.0,3.75,Empty
酱油,Empty,三鲜,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,41.0,0.0,58.0,3.4,0.17,30.0,0.1,0.8,1.7,6.6,0.0,0.43,0.0,0.0,2.71,0.0,0.0,0.05,15.6,118.0,57.0,74.3,2462.0,0.54,Empty
酱油,Empty,晒制,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,70.0,0.0,47.0,9.4,0.02,53.0,0.6,2.2,7.0,6.8,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.06,18.6,457.0,171.0,64.6,3836.3,1.86,Empty
酱油,Empty,特母,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,55.0,0.09,33.0,6.7,0.05,93.0,0.0,0.0,3.9,7.1,0.0,1.68,0.1,0.0,0.92,0.0,0.0,0.04,15.3,509.0,20.0,70.8,4580.0,6.19,Empty
酱油,Empty,味精,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9,51.0,0.04,589.0,6.9,0.05,106.0,0.1,3.8,3.8,5.7,0.0,1.0,0.0,0.0,0.81,0.0,0.0,0.08,15.7,572.0,24.0,71.6,5843.2,3.51,Empty
醋,Empty,均值,调味品类,http://www.foodbk.com/wiki/%E9%86%8B,31.0,0.03,17.0,2.1,0.05,13.0,0.3,1.4,6.0,4.9,0.0,2.97,0.0,0.0,1.25,0.0,0.0,0.04,2.1,351.0,96.0,90.6,262.1,2.43,Empty
白醋,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E7%99%BD%E9%86%8B,6.0,0.0,26.0,0.1,0.0,5.0,0.6,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.7,12.0,0.0,99.4,225.9,0.35,Empty
陈醋,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E9%99%88%E9%86%8B,114.0,0.11,125.0,9.8,0.16,132.0,0.3,7.4,13.9,17.9,0.0,7.97,0.0,0.76,4.38,0.0,0.0,0.82,6.0,715.0,124.0,66.0,836.0,1.0,Empty
甘醋,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E7%94%98%E9%86%8B,37.0,0.02,42.0,2.8,0.07,98.0,0.0,1.3,9.7,6.5,0.0,4.18,0.0,0.0,2.39,0.0,0.0,0.01,2.5,187.0,269.0,88.2,460.0,1.71,Empty
黑醋,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E9%BB%91%E9%86%8B,91.0,0.02,45.0,3.7,0.03,94.0,0.2,5.8,0.0,18.5,0.0,0.0,0.0,0.27,0.73,0.0,0.0,0.14,4.5,286.0,262.0,73.1,349.5,1.53,Empty
五香醋,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E4%BA%94%E9%A6%99%E9%86%8B,14.0,0.0,105.0,0.5,0.04,0.0,0.0,0.6,5.2,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.06,0.6,116.0,32.0,95.9,185.0,0.62,Empty
香醋,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E9%A6%99%E9%86%8B,68.0,0.03,37.0,3.8,0.13,92.0,0.1,1.5,2.9,13.0,0.0,1.14,0.0,0.0,7.79,0.0,0.0,0.05,3.4,117.0,0.0,79.7,183.9,5.18,Empty
熏醋,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E7%86%8F%E9%86%8B,43.0,0.01,41.0,3.0,0.03,82.0,0.4,0.2,4.8,6.8,0.0,2.36,0.1,0.0,2.15,0.0,0.0,0.07,2.9,276.0,320.0,86.8,444.0,3.24,Empty
豆瓣酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E8%B1%86%E7%93%A3%E9%85%B1,178.0,0.11,53.0,13.6,0.46,125.0,6.8,2.4,16.4,15.6,0.0,1.37,1.5,0.57,1.47,0.0,0.0,0.62,15.9,772.0,154.0,46.6,6012.0,10.2,Empty
豆瓣酱,Empty,辣油,调味品类,http://www.foodbk.com/wiki/%E8%B1%86%E7%93%A3%E9%85%B1,184.0,0.04,66.0,7.9,0.26,84.0,5.9,1.3,9.9,24.8,0.0,0.74,2.2,18.2,1.43,0.0,0.0,0.28,11.3,549.0,104.0,47.9,2201.5,0.0,Empty
豆瓣辣酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E8%B1%86%E7%93%A3%E8%BE%A3%E9%85%B1,59.0,0.02,207.0,3.6,0.2,33.0,2.4,1.5,5.3,5.7,0.0,0.34,7.2,13.62,0.2,417.0,0.0,0.13,16.6,234.0,37.0,64.5,1268.7,30.39,Empty
花生酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E8%8A%B1%E7%94%9F%E9%85%B1,594.0,0.01,67.0,6.9,0.15,21.0,53.0,2.0,7.2,22.3,0.0,0.0,3.0,2.09,2.96,0.0,0.0,0.45,14.3,99.0,90.0,0.5,2340.0,1.54,Empty
黄酱,大酱,Empty,调味品类,http://www.foodbk.com/wiki/%E9%BB%84%E9%85%B1,131.0,0.05,70.0,12.1,0.28,48.0,1.2,2.4,7.0,17.9,0.0,1.11,3.4,14.12,1.25,13.0,0.0,0.48,14.8,508.0,160.0,50.6,3606.1,12.26,Empty
酱油膏,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E9%85%B1%E6%B2%B9%E8%86%8F,99.0,0.08,46.0,13.0,0.05,158.0,0.7,2.3,8.6,10.2,0.0,0.88,0.0,0.0,0.95,0.0,0.0,0.14,21.4,460.0,374.0,54.7,7700.0,2.96,Empty
辣椒酱,辣椒糊,Empty,调味品类,http://www.foodbk.com/wiki/%E8%BE%A3%E6%A4%92%E9%85%B1,31.0,0.01,117.0,0.8,0.09,91.0,2.8,1.1,3.8,0.6,0.0,0.3,2.6,2.87,0.26,132.0,0.0,0.12,22.0,222.0,30.0,71.2,8027.6,0.52,Empty
麻辣酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E9%BA%BB%E8%BE%A3%E9%85%B1,135.0,0.0,186.0,5.8,0.16,37.0,5.1,2.0,13.0,16.4,0.0,0.0,5.0,0.98,1.21,37.0,0.0,0.26,15.4,366.0,105.0,52.3,3222.5,3.47,Empty
牛肉辣瓣酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E7%89%9B%E8%82%89%E8%BE%A3%E7%93%A3%E9%85%B1,127.0,0.0,65.0,9.7,0.26,23.0,6.1,3.1,8.5,8.3,0.0,0.0,1.1,2.9,1.87,99.0,0.0,0.32,15.8,243.0,104.0,59.0,3037.5,3.0,Empty
蒜蓉辣酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E8%92%9C%E8%93%89%E8%BE%A3%E9%85%B1,88.0,0.03,71.0,4.8,0.1,26.0,0.6,0.9,11.0,15.9,0.0,1.03,3.7,16.28,1.54,162.0,0.0,0.29,15.8,308.0,54.0,59.2,3236.3,6.55,Empty
甜面酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E7%94%9C%E9%9D%A2%E9%85%B1,136.0,0.03,29.0,5.5,0.14,26.0,0.6,2.0,3.6,27.1,0.0,0.73,1.4,2.16,1.38,5.0,0.0,0.12,11.5,189.0,76.0,53.9,2097.2,5.81,Empty
五香豆豉,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E4%BA%94%E9%A6%99%E8%B1%86%E8%B1%89,259.0,0.02,29.0,24.1,0.09,202.0,3.0,0.6,3.7,33.8,0.0,3.17,5.9,40.69,2.37,0.0,0.0,1.04,10.5,715.0,43.0,22.7,263.8,4.55,Empty
香油辣酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E9%A6%99%E6%B2%B9%E8%BE%A3%E9%85%B1,54.0,0.0,10.0,2.1,0.16,27.0,3.6,1.5,12.8,3.4,0.0,0.0,6.4,2.62,0.73,350.0,0.0,0.26,13.2,201.0,36.0,71.3,1491.9,1.52,Empty
芝麻酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E8%8A%9D%E9%BA%BB%E9%85%B1,618.0,0.16,1170.0,19.2,0.22,238.0,52.7,5.8,50.3,16.8,0.0,1.64,5.9,35.09,4.01,17.0,0.0,0.97,5.1,342.0,626.0,0.3,38.5,4.86,Empty
郫县辣酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E9%83%AB%E5%8E%BF%E8%BE%A3%E9%85%B1,89.0,0.04,106.0,4.0,0.22,121.0,1.0,2.1,11.8,15.9,0.0,0.76,8.9,8.33,0.56,173.0,0.0,0.35,18.8,585.0,125.0,51.4,5658.1,1.23,Empty
草莓酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E8%8D%89%E8%8E%93%E9%85%B1,269.0,0.15,44.0,0.8,0.1,4.0,0.2,0.2,2.1,66.1,1.0,0.13,0.2,0.49,0.5,0.0,0.0,0.09,0.2,52.0,8.0,32.5,8.7,1.1,Empty
番茄酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E7%95%AA%E8%8C%84%E9%85%B1,81.0,0.03,28.0,4.9,0.03,37.0,0.2,5.6,1.1,14.8,0.0,0.28,2.1,4.45,0.7,0.0,0.0,0.33,2.2,989.0,117.0,75.8,37.1,0.4,Empty
柠檬酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E6%9F%A0%E6%AA%AC%E9%85%B1,283.0,0.0,9.0,0.6,0.02,2.0,5.1,0.0,0.5,62.7,0.0,0.0,0.2,0.0,1.3,0.0,0.0,0.3,0.0,11.0,15.0,30.1,65.0,0.0,Empty
苹果酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E8%8B%B9%E6%9E%9C%E9%85%B1,277.0,0.28,2.0,0.4,0.02,3.0,0.1,0.0,1.3,68.7,1.0,0.0,0.3,0.0,0.08,0.0,0.0,0.03,0.1,26.0,3.0,30.4,11.0,0.0,Empty
桃酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E6%A1%83%E9%85%B1,273.0,0.01,5.0,0.4,0.01,6.0,0.2,0.5,1.3,67.5,3.0,0.0,0.5,0.43,0.0,0.0,0.0,0.08,0.2,62.0,11.0,31.2,14.2,0.0,Empty
杏酱,Empty,Empty,调味品类,http://www.foodbk.com/wiki/%E6%9D%8F%E9%85%B1,286.0,0.1,6.0,0.2,0.07,5.0,0.3,0.2,0.4,70.5,1.0,0.03,0.4,0.31,0.04,5.0,0.0,0.03,0.3,113.0,4.0,28.3,5.0,0.0,Empty
腐乳,酱豆腐,白,调味品类,http://www.foodbk.com/wiki/%E8%85%90%E4%B9%B3,133.0,0.03,61.0,10.9,0.04,75.0,8.2,1.0,3.8,3.9,0.0,0.69,0.9,8.4,0.69,22.0,0.0,0.16,7.8,84.0,74.0,68.3,2460.0,1.51,Empty
